"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"rt @patocorporation cuba é 1 país mundo erradicar transmissão materna hiv sífilis enqto brasil verde amarelo d médi " Neutral Negative Negative Positive Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"rt @sociopatinha #usecamisinha pra evitar nascimento desse tipo gente mundo https t co hse8u1djlz " Neutral Positive Neutral Positive Neutral Positive Positive Negative Positive Neutral Negative Positive Neutral Neutral Positive Positive Neutral Positive
"rt @sociopatinha #usecamisinha pra evitar nascimento desse tipo gente mundo https t co hse8u1djlz " Neutral Positive Neutral Positive Neutral Positive Positive Negative Positive Neutral Negative Positive Neutral Neutral Positive Positive Neutral Positive
"rt @richardsci_ #usecamisinha evite gente arthur lomba " Neutral Negative Neutral Positive Negative Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"rt @richardsci_ #usecamisinha evite gente arthur lomba " Neutral Negative Neutral Positive Negative Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"rt @richardsci_ #usecamisinha evite gente arthur lomba " Neutral Negative Neutral Positive Negative Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"rt @richardsci_ #usecamisinha evite gente arthur lomba " Neutral Negative Neutral Positive Neutral Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"rt @richardsci_ #usecamisinha evite gente arthur lomba " Neutral Negative Neutral Positive Neutral Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"@raiosuvb é bb cabeludo tomou vacina errada ter distraído funcionários hospital beleza ca https t co zxabljgzqr " Positive Positive Positive Positive Neutral Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"vacina hpv é restrita meninas partir 13 anos bebe nao pode recebe la nao pronto " Positive Negative Neutral Neutral Neutral Positive Negative Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Negative Neutral
"gente é serio 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co ent7z2okdy " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"fazer redação sobre hpv tá difícil dms sair d1 " Negative Negative Negative Neutral Neutral Positive Negative Neutral Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @imstickingwithu bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"@thgiliwtt amiga olha https t co 6iwedqyazw " Neutral Positive Positive Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Neutral
"@thaispgaiola amiga chama heitor cara heitor deus é bebê heitor mundo https t co 6iwedqyazw " Neutral Positive Positive Positive Neutral Positive Positive Negative Positive Neutral Positive Positive Neutral Neutral Positive Positive Positive Neutral
"bebe cabeludo recebe vacina hpv vez dose contra pneumonia sorocaba ghtml " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Negative Negative Neutral Neutral
"meninos meninas 12 13 anos podem fazer vacinar contra hpv é meningite https t co tjb7hiyg4x " Neutral Negative Negative Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @beltraomaria @saudeemfoco vai falar importância vacinar meninas meninos contra hpv explicar medida faz bem ta " Positive Negative Positive Neutral Positive Positive Negative Positive Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
"rt @beltraomaria @saudeemfoco vai falar importância vacinar meninas meninos contra hpv explicar medida faz bem ta " Positive Negative Positive Neutral Positive Positive Negative Positive Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
"@amanditacosta pauta pro radio blog https t co tswa3qcsqq " Neutral Negative Neutral Positive Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @beltraomaria @saudeemfoco vai falar importância vacinar meninas meninos contra hpv explicar medida faz bem ta " Positive Negative Positive Neutral Positive Positive Negative Positive Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
"jornalismo pastiche pig pautando ponto positivos economia usa vacina hpv sabotares brasil https t co ioz9twvvia " Positive Positive Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Positive Neutral
"@saudeemfoco vai falar importância vacinar meninas meninos contra hpv explicar medida faz bem economia " Positive Negative Positive Neutral Positive Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
"rt @minsaude fique forte vacinas protegem meningite c hpv #vacinaréproteger https t co hofchigdw2 " Positive Neutral Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Positive Positive Negative Positive Neutral
"professora hpv é vírus aids né kkkkkkkkkkkkkkkkkkkkkkkk " Positive Neutral Negative Neutral Neutral Positive Negative Positive Neutral Negative Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @acidezfeminina muita gente hpv sabe vem conhecer sintomas https t co 8ruysuajty https t co cnmmhztcp0 " Negative Negative Negative Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @biomed_posts campanha vacinação contra hpv meninos https t co hotfdvmx11 " Neutral Negative Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @acidezfeminina muita gente hpv sabe vem conhecer sintomas https t co 8ruysuajty https t co cnmmhztcp0 " Negative Negative Negative Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"muita gente hpv sabe vem conhecer sintomas https t co 8ruysuajty https t co cnmmhztcp0 " Negative Negative Negative Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"cidades saúde hpv geração compartilha tudo https t co u6l01kzwxx " Neutral Neutral Positive Positive Neutral Positive Positive Negative Positive Neutral Negative Positive Neutral Neutral Positive Positive Neutral Positive
"perigosa ameaça hpv oral é transmitido beijo pode ser fatal saiba proteger cura natureza https t co bkcsled3dz " Positive Neutral Negative Positive Neutral Positive Negative Negative Positive Negative Negative Positive Neutral Neutral Neutral Negative Negative Negative
"quantas doses vacina hpv " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Negative Neutral Neutral Neutral
"hpv é vírus causa câncer colo útero faça preventivo regularmente meninas " Negative Negative Negative Negative Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Positive Negative Negative
"bebê cabeludo recebe vacina hpv vez dose contra pneumonia https t co gxz2zv21hq https t co lwluzviptt " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @prefcanoas vacinas contra meningite hpv aplicadas graça festa trabalhador https t co umypwkxz4f " Positive Negative Positive Positive Positive Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Negative Positive Positive
"negligência bebê recebe vacina hpv vez dose contra pneumonia 24 horas news https t co xkpoaxg7zd " Negative Negative Negative Positive Negative Positive Negative Negative Neutral Negative Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @penoticias1 mãe acredita cabelo inusitado filho pode ter sido motivo ter tirado atenção profissionais https " Negative Neutral Positive Positive Negative Positive Negative Neutral Neutral Neutral Positive Positive Neutral Neutral Positive Positive Neutral Neutral
"bebê cabeludo recebe vacina hpv vez dose contra pneumonia https t co gxz2zv21hq https t co pxyvlwt6bn " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co gjkx9vefdn " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @chinisalada amei brasil passou hpv " Positive Positive Neutral Positive Positive Positive Negative Positive Positive Neutral Positive Neutral Neutral Neutral Neutral Neutral Positive Positive
"bebê cabeludo recebe vacina hpv vez dose contra pneumonia https t co gxz2zv21hq https t co gjcc54ot5r " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @regiancordeiro 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co z3rtazarnf qta desatenção " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co xhdqii48jv " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @iranildoabc 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co bbqcxfcsor " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"menos q vc queira pegar hpv é melhor vc fechar pernas moça merrrda td lugar kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk " Positive Positive Neutral Positive Positive Positive Negative Neutral Positive Positive Negative Positive Neutral Neutral Neutral Positive Positive Positive
"@thegumball jogo pegou hpv pessoa acima " Neutral Neutral Neutral Positive Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral
"@trasel hpv porto alegre total death adeus " Negative Negative Negative Negative Neutral Positive Negative Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral
"@thegumball 1 lênin 3 2 carreata distorção temporal 3 anão vestido palhaço mata 8 4 alfaces amiga https t co ggtkxs3iyc " Negative Neutral Positive Positive Positive Positive Negative Negative Negative Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @minsaude fique forte vacinas protegem meningite c hpv #vacinaréproteger https t co hofchigdw2 " Positive Neutral Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Positive Positive Negative Positive Neutral
"rt @governope alô painho mainha pode iniciar esquema imunização contra hpv deve ser feito duas doses https t co c " Neutral Negative Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co pgpjlgpfmv " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"bebê cabeludo recebe vacina hpv vez dose contra pneumonia https t co gxz2zv21hq https t co 0p0d5vy95w " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"mãe acredita cabelo inusitado filho pode ter sido motivo ter tirado atenção profissionais https t co 8cn8e0jf5m " Negative Neutral Positive Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Positive Neutral Neutral
"família bebê quatro meses avisada sobre erro acredita penteado possa ter https t co dnx5pqyr4i https t co l97kxwaojf " Negative Neutral Negative Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Positive Negative Neutral Negative
"bebê recebe vacina hpv vez pneumonia mãe culpa cabelo https t co 9ieurf18np #brasil " Negative Negative Negative Positive Negative Positive Negative Neutral Negative Neutral Positive Neutral Neutral Neutral Negative Negative Neutral Neutral
"rt @regiancordeiro 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co z3rtazarnf qta desatenção " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"unidade básica saúde ubs bairro mineirão https t co j5s3pzwopz " Neutral Neutral Positive Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba brasil sendo brasil meua migo " Neutral Positive Neutral Positive Neutral Positive Neutral Negative Neutral Neutral Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"rt @minsaude fique forte vacinas protegem meningite c hpv #vacinaréproteger https t co hofchigdw2 " Positive Neutral Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Positive Positive Negative Positive Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co zqvxhixgo3 " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co ox3092hrol " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co 58vc2gp9vw " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia https t co 5f9pm6upw6 " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @stelar cabelo dessa criança vai tomar cu https t co inpqq5hgfz " Neutral Neutral Neutral Positive Positive Positive Negative Neutral Negative Neutral Negative Neutral Neutral Neutral Neutral Positive Negative Negative
"cabelo dessa criança vai tomar cu https t co inpqq5hgfz " Neutral Neutral Neutral Positive Positive Positive Negative Neutral Negative Neutral Negative Neutral Neutral Neutral Negative Positive Negative Negative
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co ku4q4n7fyg " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co bbqcxfcsor " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"novo vídeo sobre histologia hpv câncer colo uterino assista https t co hvqkmodzci " Negative Negative Negative Negative Neutral Positive Positive Neutral Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Negative
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co ddimxg714l " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co oiy9n1hba1 " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @regiancordeiro 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co z3rtazarnf qta desatenção " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"mec prorroga 31 maio prazo renovação contratos fies https t co hxshjzt8ow via @jornalhojeemdia #educação #fies #rt " Neutral Neutral Neutral Positive Neutral Positive Neutral Negative Positive Neutral Neutral Positive Neutral Neutral Neutral Positive Neutral Neutral
"tantos absurdos consigo discorrer sobre https t co ydb6cbrjqx " Neutral Negative Negative Neutral Neutral Positive Negative Negative Neutral Negative Negative Positive Neutral Neutral Neutral Positive Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co jtblhalsuw " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @regiancordeiro 'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co z3rtazarnf qta desatenção " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"#vaccinazione #hpv tra #aristotele #zenone https t co kmmm0wrpgl @scoopit https t co mhka741awi " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @am950 #entrevista quatro postos saúde farão imunização contra meningite c hpv https t co oqhimis2dx " Neutral Negative Positive Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co z3rtazarnf qta desatenção @ana_ana0420 " Neutral Positive Neutral Positive Neutral Neutral Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"bebê cabeludo recebe vacina hpv vez dose contra pneumonia https t co gxz2zv21hq https t co rezgvvbbqp " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral
"histologia hpv câncer https t co e0o4n55poo via @youtube " Negative Negative Negative Negative Neutral Negative Negative Negative Negative Neutral Negative Negative Neutral Neutral Positive Negative Negative Negative
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia https t co un0gyukvmx https t co eprmueufei " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia https t co ohswucjjx6 https t co 9ruwgiwadk " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co cwdoygkjhs " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia desculpa penteado criança pqp https t co hvbiayloam " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Negative Neutral Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co 9zwngzghz0 " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"bebê cabeludo toma vacina hpv pra ter tomado pneumonia " Neutral Positive Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Negative Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co kmxvy3hzsv #comandosp " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"pq vacina hpv deixa braço tão dolorido aff " Neutral Negative Negative Positive Negative Neutral Negative Negative Negative Negative Neutral Neutral Neutral Neutral Neutral Negative Negative Negative
"rt @minsaude fique forte vacinas protegem meningite c hpv #vacinaréproteger https t co hofchigdw2 " Positive Neutral Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Positive Positive Negative Positive Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co oln3kcy2zw " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"mãe registrou boletim ocorrência documento entregue ubs reconhecendo erro https t co d3md8gymy8 " Negative Negative Negative Positive Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Negative
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co rkkzqbq0pz " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co psxkcgmsi2 " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co g1mrxvtq3x " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co vrq98dbsoq " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co d12jmdzq6o " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co o0jxptkee6 " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co io3uvqfm9j " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co xi0kivb9lm gostou dê rt " Positive Positive Neutral Positive Positive Positive Negative Negative Positive Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Positive
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co wjweqcaxeu " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co 2dqeberrgi #timbeta #sdv " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"'bebê cabeludo' recebe vacina hpv vez dose contra pneumonia sorocaba https t co ijsl1hjlqy " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"noticias siga @joaosoares083 saiba 'bebê cabeludo' recebe vacina hpv vez dose contra p https t co tvyt2ie6gg " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Neutral
"sofres tuberculose kkkkkkkkkkk igual mãe kkkk https t co iqlccwq1t1 " Negative Negative Positive Positive Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Negative Positive Neutral Neutral
"tô tosse velha 87 anos tuberculose " Neutral Neutral Negative Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"@ana_paulaa5 ataca tuberculose " Negative Negative Negative Neutral Neutral Neutral Negative Neutral Negative Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral
"stella falou q to c tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral
"pessoas dizendo tô tuberculose brinquem haha k " Neutral Positive Neutral Positive Neutral Positive Negative Neutral Positive Neutral Negative Neutral Neutral Neutral Negative Positive Positive Positive
"to quase morrendo tuberculose mãe fica enrolando pra marcar médico " Negative Negative Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"mãe é engraçada ne tá tosse horrível n quer tomar remédio qdo tava assim fez fazer teste tuberculose " Negative Negative Negative Positive Negative Positive Negative Negative Positive Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Negative
"tosse mês atrás permanece vou morrer tuberculose avisando " Negative Neutral Negative Positive Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Negative
"xorei etiopatogênese tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral
"@kamillazuila @jheepigmeu jennifer é cheia querer culpar outros seis tão tudo tuberculose éca " Negative Negative Neutral Neutral Positive Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"ctz ana beatriz passou tosse pique tuberculose n eh possível tava ótima " Positive Positive Positive Neutral Positive Positive Negative Negative Positive Neutral Negative Negative Neutral Neutral Negative Positive Positive Negative
"#hora cafe trocadilho doença youtuber tuberculose " Neutral Negative Negative Positive Negative Positive Positive Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @jadeg_ daniel ta tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @_svinicius voltou tuberculose jeito " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral
"adicionei vídeo playlist @youtube https t co nj1qrubgrd superando tuberculose pleural " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"peste bubônica câncer pneumonia raiva rubéola tuberculose anemia rancor cisticercose " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Neutral Negative Neutral Neutral Negative Negative Negative Negative
"@srlessa_ princípio devo tá tuberculose " Neutral Neutral Neutral Neutral Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"boooom diaaa pra tá tuberculose @jheepigmeu " Neutral Positive Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral
"tava felizao chegar exames vê q tô tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral
"@_lxcvs olha tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral
